,customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,no_partners_no_dependents,no_dependents_yes_partners,dependents_no_partners,yes_dependents_and_partners,start_date,average_monthly_charges,validate_monthly_charges,contract_type_desc,phone_type_desc,internet_type_desc,is_auto
5625,7925-PNRGI,Female,0,Yes,Yes,2,1,0,Mailed check,$81.30,3541.1,No,44,TRUE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20170913,$81.30,TRUE,Month-to-Month,Two or More Lines,DSL,False
5626,7926-IJOOU,Male,0,No,No,1,0,0,Credit card (automatic),$19.30,19.3,No,1,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210330,$19.30,TRUE,Month-to-Month,One Line,No Internet Service,True
5627,7927-AUXBZ,Female,0,No,No,1,2,0,Electronic check,$85.15,2555.9,Yes,30,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20181029,$85.15,TRUE,Month-to-Month,One Line,Fiber Optic,False
5628,7928-VJYAB,Male,0,Yes,Yes,1,2,0,Electronic check,$90.60,1020.2,No,11,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20200522,$90.60,TRUE,Month-to-Month,One Line,Fiber Optic,False
5629,7929-DMBCV,Female,0,Yes,No,1,2,0,Mailed check,$81.00,1683.7,No,21,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20190806,$81.00,TRUE,Month-to-Month,One Line,Fiber Optic,False
5632,7932-WPTDS,Female,1,Yes,No,0,1,0,Electronic check,$24.80,24.8,Yes,1,TRUE,TRUE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE,20210330,$24.80,TRUE,Month-to-Month,No Phone Service,DSL,False
5633,7938-OUHIO,Male,0,No,No,1,2,0,Electronic check,$98.70,293.65,Yes,3,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210129,$98.70,TRUE,Month-to-Month,One Line,Fiber Optic,False
5636,7943-RQCHR,Female,0,No,No,2,2,0,Electronic check,$94.75,889.9,Yes,9,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200718,$94.75,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
5639,7950-XWOVN,Male,0,No,No,0,1,0,Mailed check,$34.70,383.55,No,11,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20200528,$34.70,TRUE,Month-to-Month,No Phone Service,DSL,False
5642,7952-OBOYL,Male,0,No,No,1,2,0,Mailed check,$89.85,244.45,No,3,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210206,$89.85,TRUE,Month-to-Month,One Line,Fiber Optic,False
5644,7956-XQWGU,Male,0,No,No,1,0,0,Credit card (automatic),$19.40,460.25,No,24,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20190509,$19.40,TRUE,Month-to-Month,One Line,No Internet Service,True
5645,7957-RYHQD,Female,1,No,No,1,2,0,Credit card (automatic),$79.20,3233.85,Yes,41,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20171205,$79.20,TRUE,Month-to-Month,One Line,Fiber Optic,True
5646,7963-GQRMY,Female,0,Yes,Yes,1,1,0,Mailed check,$44.30,134.5,Yes,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20210127,$44.30,TRUE,Month-to-Month,One Line,DSL,False
5648,7964-VEXDG,Male,0,No,Yes,2,2,0,Electronic check,$80.35,1747.2,No,22,FALSE,FALSE,TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,20190708,$80.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
5649,7964-YESJC,Female,0,Yes,No,2,1,0,Mailed check,$66.30,1559.45,No,24,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20190515,$66.30,TRUE,Month-to-Month,Two or More Lines,DSL,False
5651,7966-YOTQW,Male,0,No,No,2,1,0,Credit card (automatic),$54.50,568.2,No,10,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200616,$54.50,TRUE,Month-to-Month,Two or More Lines,DSL,True
5652,7967-HYCDE,Male,0,No,No,1,2,0,Bank transfer (automatic),$70.70,553.4,No,8,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200903,$70.70,TRUE,Month-to-Month,One Line,Fiber Optic,True
5653,7968-QUXNS,Male,0,No,No,1,0,0,Mailed check,$18.95,110.15,No,6,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20201104,$18.95,TRUE,Month-to-Month,One Line,No Internet Service,False
5654,7969-AULMZ,Female,0,No,No,2,2,0,Electronic check,$97.35,2119.5,Yes,22,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190707,$97.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
5660,7976-CICYS,Male,0,No,No,1,0,0,Credit card (automatic),$20.70,83.75,No,4,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20201227,$20.70,TRUE,Month-to-Month,One Line,No Internet Service,True
5662,7978-DKUQH,Female,0,Yes,No,1,2,0,Electronic check,$74.60,1797.75,No,24,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20190428,$74.60,TRUE,Month-to-Month,One Line,Fiber Optic,False
5663,7979-CORPM,Male,0,No,No,2,2,0,Credit card (automatic),$90.55,2282.55,Yes,25,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190325,$90.55,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
5665,7982-VCELR,Female,0,No,No,1,2,0,Credit card (automatic),$94.80,3565.65,No,38,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20180312,$94.80,TRUE,Month-to-Month,One Line,Fiber Optic,True
5666,7989-AWGEH,Male,0,Yes,Yes,0,1,0,Electronic check,$39.20,1838.15,No,47,FALSE,FALSE,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,TRUE,20170603,$39.20,TRUE,Month-to-Month,No Phone Service,DSL,False
5667,7989-CHGTL,Male,0,No,No,1,0,0,Mailed check,$19.60,19.6,Yes,1,FALSE,TRUE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210330,$19.60,TRUE,Month-to-Month,One Line,No Internet Service,False
5668,7989-VCQOH,Male,0,Yes,Yes,1,1,0,Electronic check,$83.25,1611.15,No,19,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20190919,$83.25,TRUE,Month-to-Month,One Line,DSL,False
5669,7993-NQLJE,Male,0,Yes,Yes,1,2,0,Mailed check,$75.10,1151.55,No,15,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20200119,$75.10,TRUE,Month-to-Month,One Line,Fiber Optic,False
5670,7993-PYKOF,Male,0,Yes,No,1,2,0,Electronic check,$75.00,632.95,Yes,8,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20200816,$75.00,TRUE,Month-to-Month,One Line,Fiber Optic,False
5671,7994-UYIVZ,Male,0,Yes,No,2,2,0,Bank transfer (automatic),$85.65,659.45,No,8,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20200907,$85.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
5678,7998-ZLXWN,Female,0,Yes,No,1,0,0,Credit card (automatic),$20.45,330.8,No,16,TRUE,FALSE,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,20191224,$20.45,TRUE,Month-to-Month,One Line,No Internet Service,True
5679,8000-REIQB,Female,1,No,No,1,2,0,Electronic check,$69.95,69.95,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$69.95,TRUE,Month-to-Month,One Line,Fiber Optic,False
5680,8003-EWNDZ,Female,0,No,No,1,0,0,Electronic check,$21.20,222.65,No,11,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20200614,$21.20,TRUE,Month-to-Month,One Line,No Internet Service,False
5681,8006-PYCSW,Female,0,No,No,1,0,0,Mailed check,$20.10,39.8,No,2,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210228,$20.10,TRUE,Month-to-Month,One Line,No Internet Service,False
5684,8008-HAWED,Male,0,No,No,0,1,0,Electronic check,$50.75,712.75,Yes,14,FALSE,TRUE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20200227,$50.75,TRUE,Month-to-Month,No Phone Service,DSL,False
5686,8010-EZLOU,Male,1,No,No,2,2,0,Electronic check,$80.20,1217.25,Yes,15,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200124,$80.20,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
5687,8012-SOUDQ,Female,1,No,No,2,2,0,Electronic check,$90.25,3838.75,No,43,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20171014,$90.25,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
5689,8016-NCFVO,Male,1,No,No,2,2,0,Electronic check,$116.50,6382.55,No,55,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20161006,$116.50,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
5691,8017-LXHFA,Female,1,No,No,1,2,0,Electronic check,$94.75,2293.6,Yes,24,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190424,$94.75,TRUE,Month-to-Month,One Line,Fiber Optic,False
5692,8017-UVSZU,Female,0,Yes,No,2,1,0,Credit card (automatic),$56.60,2379.1,No,42,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20171029,$56.60,TRUE,Month-to-Month,Two or More Lines,DSL,True
5693,8019-ENHXU,Male,0,Yes,No,2,2,0,Electronic check,$99.45,4138.05,Yes,42,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20171111,$99.45,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
5694,8020-BWHYL,Female,1,No,No,1,2,0,Credit card (automatic),$75.30,1147.45,Yes,15,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200122,$75.30,TRUE,Month-to-Month,One Line,Fiber Optic,True
5696,8023-QHAIO,Female,1,Yes,No,2,2,0,Bank transfer (automatic),$76.85,4275.75,No,56,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20160910,$76.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
5700,8033-ATFAS,Female,0,Yes,Yes,1,1,0,Mailed check,$59.85,2341.5,No,39,TRUE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20180126,$59.85,TRUE,Month-to-Month,One Line,DSL,False
5704,8035-PWSEV,Female,0,No,No,1,2,0,Electronic check,$89.25,487.05,No,5,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20201115,$89.25,TRUE,Month-to-Month,One Line,Fiber Optic,False
5707,8040-MNRTF,Female,0,No,No,1,2,0,Mailed check,$71.10,71.1,No,1,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$71.10,TRUE,Month-to-Month,One Line,Fiber Optic,False
5709,8042-JVNFH,Male,0,No,No,1,2,0,Mailed check,$71.35,71.35,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$71.35,TRUE,Month-to-Month,One Line,Fiber Optic,False
5712,8044-BGWPI,Male,0,Yes,Yes,1,0,0,Electronic check,$21.15,306.05,No,14,FALSE,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE,20200214,$21.15,TRUE,Month-to-Month,One Line,No Internet Service,False
5714,8048-DSDFQ,Male,0,No,No,1,0,0,Mailed check,$20.20,20.2,No,1,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210330,$20.20,TRUE,Month-to-Month,One Line,No Internet Service,False
5715,8049-WJCLQ,Male,0,Yes,Yes,1,1,0,Mailed check,$60.20,563.5,No,9,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20200719,$60.20,TRUE,Month-to-Month,One Line,DSL,False
5719,8051-HJRLT,Female,1,No,No,1,2,0,Electronic check,$70.55,70.55,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$70.55,TRUE,Month-to-Month,One Line,Fiber Optic,False
5720,8053-WWDRO,Female,0,Yes,No,1,0,0,Bank transfer (automatic),$19.50,146.3,Yes,8,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,20200913,$19.50,TRUE,Month-to-Month,One Line,No Internet Service,True
5721,8058-DMYRU,Male,1,No,No,2,2,0,Electronic check,$90.05,4931.8,No,55,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20161007,$90.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
5722,8058-INTPH,Female,0,No,No,1,2,0,Electronic check,$79.65,79.65,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$79.65,TRUE,Month-to-Month,One Line,Fiber Optic,False
5723,8058-JMEQO,Female,1,No,No,2,2,0,Electronic check,$84.45,762.5,Yes,9,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200729,$84.45,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
5724,8059-UDZFY,Female,1,No,Yes,2,2,0,Bank transfer (automatic),$105.35,3465.05,No,33,TRUE,FALSE,TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,20180803,$105.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
5726,8062-YBDOE,Male,1,No,No,1,2,0,Electronic check,$69.65,69.65,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$69.65,TRUE,Month-to-Month,One Line,Fiber Optic,False
5727,8063-GBATB,Female,1,No,No,2,2,0,Electronic check,$85.25,2287.25,Yes,27,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190203,$85.25,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
5728,8063-RJYNF,Male,0,No,No,1,2,0,Electronic check,$94.25,1483.25,Yes,16,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200107,$94.25,TRUE,Month-to-Month,One Line,Fiber Optic,False
5729,8064-RAVOH,Male,0,No,Yes,1,1,0,Electronic check,$49.85,49.85,No,1,FALSE,FALSE,TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,20210330,$49.85,TRUE,Month-to-Month,One Line,DSL,False
5730,8065-BVEPF,Male,1,No,No,1,2,0,Bank transfer (automatic),$99.10,6496.15,No,66,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20151114,$99.10,TRUE,Month-to-Month,One Line,Fiber Optic,True
5732,8065-YKXKD,Female,0,No,No,2,2,0,Electronic check,$74.75,799.65,Yes,11,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200608,$74.75,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
5733,8066-POXGX,Female,0,No,No,0,1,0,Electronic check,$35.10,446.1,Yes,13,TRUE,TRUE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20200408,$35.10,TRUE,Month-to-Month,No Phone Service,DSL,False
5736,8069-YQQAJ,Male,0,No,No,0,1,0,Mailed check,$31.10,419.7,No,13,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20200315,$31.10,TRUE,Month-to-Month,No Phone Service,DSL,False
5737,8070-AAWZP,Male,1,Yes,No,0,1,0,Mailed check,$34.25,828.2,No,24,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE,20190425,$34.25,TRUE,Month-to-Month,No Phone Service,DSL,False
5739,8073-IJDCM,Female,0,No,No,1,0,0,Mailed check,$20.30,20.3,Yes,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210330,$20.30,TRUE,Month-to-Month,One Line,No Internet Service,False
5743,8080-DDEMJ,Male,1,No,No,1,1,0,Electronic check,$45.10,45.1,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$45.10,TRUE,Month-to-Month,One Line,DSL,False
5745,8082-GHXOP,Male,0,No,Yes,1,1,0,Mailed check,$44.00,659.35,No,15,FALSE,FALSE,TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,20200130,$44.00,TRUE,Month-to-Month,One Line,DSL,False
5746,8083-YTZES,Male,0,No,No,2,2,0,Electronic check,$74.35,265.35,Yes,4,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210111,$74.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
5749,8086-OVPWV,Male,0,No,No,1,2,0,Electronic check,$80.20,181.1,Yes,2,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210220,$80.20,TRUE,Month-to-Month,One Line,Fiber Optic,False
5750,8087-LGYHQ,Male,0,No,No,1,2,0,Electronic check,$94.05,811.65,No,9,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200810,$94.05,TRUE,Month-to-Month,One Line,Fiber Optic,False
5754,8095-WANWK,Female,0,No,No,1,1,0,Mailed check,$45.25,428.7,No,9,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200715,$45.25,TRUE,Month-to-Month,One Line,DSL,False
5755,8096-LOIST,Female,0,No,No,1,1,0,Electronic check,$56.20,1093.4,No,19,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190916,$56.20,TRUE,Month-to-Month,One Line,DSL,False
5757,8097-VBQTZ,Male,0,No,No,1,1,0,Mailed check,$69.90,3883.3,No,56,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20160913,$69.90,TRUE,Month-to-Month,One Line,DSL,False
5758,8098-LLAZX,Female,1,No,No,2,2,0,Electronic check,$95.45,396.1,Yes,4,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20201224,$95.45,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
5761,8100-HZZLJ,Female,0,No,Yes,1,1,0,Electronic check,$63.95,2737.05,No,43,TRUE,FALSE,TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,20171006,$63.95,TRUE,Month-to-Month,One Line,DSL,False
5763,8104-OSKWT,Female,0,No,No,2,2,0,Electronic check,$79.80,1001.2,No,13,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200413,$79.80,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
5765,8107-KNCIM,Male,1,Yes,No,2,2,0,Electronic check,$75.10,1013.35,No,13,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20200315,$75.10,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
5767,8108-UXRQN,Female,0,Yes,Yes,0,1,0,Electronic check,$50.55,565.35,No,11,TRUE,FALSE,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,TRUE,20200524,$50.55,TRUE,Month-to-Month,No Phone Service,DSL,False
5769,8111-BKVDS,Female,0,No,No,0,1,0,Bank transfer (automatic),$40.70,449.3,No,11,TRUE,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20200529,$40.70,TRUE,Month-to-Month,No Phone Service,DSL,True
5770,8111-RKSPX,Male,0,No,No,2,2,0,Bank transfer (automatic),$72.20,305.55,Yes,4,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20201222,$72.20,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
5771,8111-SLLHI,Male,1,Yes,No,2,2,0,Electronic check,$105.65,4284.8,Yes,41,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20171213,$105.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
5772,8118-LSUEL,Male,1,No,No,2,2,0,Electronic check,$106.40,2483.5,Yes,23,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190521,$106.40,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
5773,8118-TJAFG,Male,0,Yes,Yes,1,2,0,Electronic check,$101.50,906.85,No,9,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20200801,$101.50,TRUE,Month-to-Month,One Line,Fiber Optic,False
5774,8120-JDCAM,Male,0,Yes,Yes,1,2,0,Mailed check,$69.55,284.9,No,4,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20201226,$69.55,TRUE,Month-to-Month,One Line,Fiber Optic,False
5775,8123-QBNAZ,Female,0,Yes,Yes,2,2,0,Credit card (automatic),$104.50,3684.95,No,35,TRUE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20180523,$104.50,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
5778,8128-YVJRG,Female,0,No,No,2,2,0,Mailed check,$79.65,604.7,Yes,8,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200911,$79.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
5780,8132-YPVBX,Female,0,No,No,1,2,0,Mailed check,$85.95,514.6,No,6,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20201029,$85.95,TRUE,Month-to-Month,One Line,Fiber Optic,False
5782,8138-EALND,Male,0,No,No,1,0,0,Mailed check,$19.75,311.6,No,16,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20200106,$19.75,TRUE,Month-to-Month,One Line,No Internet Service,False
5786,8148-BPLZQ,Male,0,No,No,1,1,0,Electronic check,$49.80,1734.2,No,35,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20180605,$49.80,TRUE,Month-to-Month,One Line,DSL,False
5789,8149-AIQCG,Male,0,No,No,2,2,0,Credit card (automatic),$73.15,2730.85,No,37,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20180321,$73.15,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
5790,8149-RSOUN,Female,0,No,No,2,2,0,Electronic check,$93.85,93.85,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$93.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
5791,8150-QUDFX,Male,0,No,No,1,0,0,Mailed check,$19.85,51.6,No,3,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210209,$19.85,TRUE,Month-to-Month,One Line,No Internet Service,False
5794,8155-IBNHG,Female,0,Yes,No,2,2,0,Credit card (automatic),$75.40,1747.85,Yes,23,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20190525,$75.40,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
5795,8158-WPEZG,Male,0,No,No,0,1,0,Electronic check,$35.65,425.1,No,12,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20200502,$35.65,TRUE,Month-to-Month,No Phone Service,DSL,False
5796,8160-HOWOX,Female,0,No,No,1,1,0,Electronic check,$66.85,458.1,No,7,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20201003,$66.85,TRUE,Month-to-Month,One Line,DSL,False
5797,8161-QYMTT,Male,0,No,No,2,2,0,Electronic check,$94.10,701.3,No,7,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200915,$94.10,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
5803,8167-GJLRN,Male,0,No,No,0,1,0,Electronic check,$30.40,82.15,No,3,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210206,$30.40,TRUE,Month-to-Month,No Phone Service,DSL,False
5804,8168-UQWWF,Female,0,No,No,2,2,0,Bank transfer (automatic),$97.85,1105.4,Yes,11,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200521,$97.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
5809,8178-EYZUO,Male,0,No,No,2,2,0,Electronic check,$93.70,4154.8,Yes,44,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20170820,$93.70,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
5810,8180-AKMJV,Female,0,No,No,1,1,0,Credit card (automatic),$44.55,44.55,No,1,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$44.55,TRUE,Month-to-Month,One Line,DSL,True
5812,8182-BJDSI,Female,0,No,No,2,2,0,Electronic check,$89.95,2625.55,Yes,29,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20181124,$89.95,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
5813,8182-PNAGI,Male,0,No,No,1,1,0,Bank transfer (automatic),$50.25,593.75,Yes,12,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200505,$50.25,TRUE,Month-to-Month,One Line,DSL,True
5814,8183-ONMXC,Female,0,No,No,1,2,0,Electronic check,$80.75,159.45,Yes,2,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210228,$80.75,TRUE,Month-to-Month,One Line,Fiber Optic,False
5816,8185-UPYBR,Male,0,Yes,No,2,2,0,Electronic check,$75.50,438.0,Yes,6,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20201104,$75.50,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
